TERMINAL_ID,MERCHANT_ID,ACCOUNT_NUMBER,DEST_ACCOUNT_NUMBER,TIMESTAMP_DB,AMOUNT,STAN,PROCESSING_CODE,RESPONSE_CODE,MTI
T1024,M2005,ACCT100005,DST300106,2026-01-04 11:20:00,217017,104002,400000,0,200
T1024,M2006,ACCT100005,DST300069,2026-01-04 12:21:00,221996,104377,10000,0,200
T1024,M2011,ACCT100005,DST300028,2026-01-04 12:43:00,265439,100399,10000,0,200
T1024,M2007,ACCT100005,DST300128,2026-01-04 12:44:00,214327,104494,400000,0,200
T1024,M2017,ACCT100005,DST300104,2026-01-04 16:23:00,229050,101460,400000,0,200
T1024,M2018,ACCT100005,DST300047,2026-01-04 17:33:00,224358,101540,400000,0,200
T1024,M2006,ACCT100005,DST300047,2026-01-04 20:54:00,225705,102169,400000,0,200
T1024,M2010,ACCT100005,DST300013,2026-01-04 21:51:00,231321,102426,10000,0,200
T1026,M2009,ACCT100006,DST300131,2026-01-04 12:34:00,247769,100107,400000,0,200
T1026,M2007,ACCT100006,DST300041,2026-01-04 13:40:00,269858,100219,400000,0,200
T1026,M2005,ACCT100006,DST300139,2026-01-04 16:42:00,232260,100392,10000,0,200
T1026,M2011,ACCT100006,DST300128,2026-01-04 18:10:00,233422,100837,10000,0,200
T1026,M2011,ACCT100006,DST300096,2026-01-04 18:25:00,250560,101243,10000,0,200
T1026,M2019,ACCT100006,DST300003,2026-01-04 18:28:00,239718,101643,400000,0,200
T1026,M2017,ACCT100006,DST300068,2026-01-04 20:14:00,208154,102168,10000,51,200
T1026,M2014,ACCT100006,DST300185,2026-01-04 22:26:00,204449,102435,400000,0,200
T1015,M2017,ACCT100006,DST300146,2026-01-04 22:28:00,248494,102568,10000,0,200
T1015,M2011,ACCT100006,DST300049,2026-01-05 02:03:00,198901,102614,10000,51,200
T1015,M2010,ACCT100006,DST300054,2026-01-05 02:39:00,275718,104674,10000,0,200
T1015,M2013,ACCT100006,DST300124,2026-01-05 03:35:00,236082,103089,400000,0,200
T1015,M2008,ACCT100006,DST300101,2026-01-05 04:14:00,275841,104882,10000,0,200
T1015,M2014,ACCT100006,DST300102,2026-01-05 07:21:00,251785,103189,10000,0,200
T1015,M2016,ACCT100006,DST300149,2026-01-05 08:52:00,260982,103375,10000,0,200
T1015,M2007,ACCT100006,DST300174,2026-01-05 10:09:00,225123,104122,400000,0,200
T1015,M2010,ACCT100006,DST300014,2026-01-05 12:31:00,235135,104353,400000,0,200
T1015,M2006,ACCT100006,DST300151,2026-01-05 12:42:00,222392,104389,400000,0,200
T1015,M2018,ACCT100006,DST300162,2026-01-05 12:44:00,227166,104492,10000,0,200
T1029,M2018,ACCT100007,DST300042,2026-01-10 13:38:00,78469,100194,400000,0,200
T1029,M2015,ACCT100007,DST300032,2026-01-10 17:33:00,27022,101030,400000,0,200
T1029,M2003,ACCT100007,DST300120,2026-01-10 19:05:00,65276,101312,400000,0,200
T1029,M2019,ACCT100007,DST300140,2026-01-10 21:28:00,32333,101336,10000,51,200
T1029,M2016,ACCT100007,DST300092,2026-01-10 23:52:00,32425,101685,400000,0,200
T1029,M2000,ACCT100007,DST300133,2026-01-11 00:06:00,20000,102225,400000,0,200
T1029,M2012,ACCT100007,DST300038,2026-01-11 03:32:00,36569,102244,400000,0,200
T1029,M2004,ACCT100007,DST300022,2026-01-11 04:02:00,44702,103073,10000,0,200
T1029,M2000,ACCT100007,DST300165,2026-01-11 04:54:00,20000,104083,400000,0,200
T1029,M2016,ACCT100007,DST300168,2026-01-11 07:54:00,31502,103458,10000,0,200
T1029,M2004,ACCT100007,DST300057,2026-01-11 08:41:00,75900,104247,10000,0,200
T1029,M2017,ACCT100007,DST300087,2026-01-11 10:29:00,48850,104013,400000,0,200
T1029,M2013,ACCT100007,DST300070,2026-01-11 10:29:00,71472,104572,400000,0,200
T1029,M2014,ACCT100007,DST300100,2026-01-11 12:13:00,68276,104666,400000,0,200
T1029,M2009,ACCT100007,DST300102,2026-01-11 12:53:00,43795,104696,10000,0,200
T1028,M2019,ACCT100008,DST300196,2026-01-16 15:54:00,127108,100138,10000,51,200
T1028,M2016,ACCT100008,DST300118,2026-01-16 18:12:00,189925,100331,10000,0,200
T1028,M2012,ACCT100008,DST300182,2026-01-16 21:53:00,145419,100802,400000,0,200
T1028,M2013,ACCT100008,DST300061,2026-01-16 22:21:00,141021,100815,10000,0,200
T1028,M2018,ACCT100008,DST300137,2026-01-17 00:20:00,120883,101449,10000,0,200
T1028,M2019,ACCT100008,DST300153,2026-01-17 00:59:00,120241,101945,400000,0,200
T1028,M2006,ACCT100008,DST300188,2026-01-17 02:26:00,190582,102738,400000,0,200
T1028,M2011,ACCT100008,DST300141,2026-01-17 04:54:00,197096,103403,400000,0,200
T1028,M2002,ACCT100008,DST300032,2026-01-17 07:17:00,169912,103586,10000,0,200
T1028,M2011,ACCT100008,DST300179,2026-01-17 11:12:00,137830,104835,10000,0,200
T1003,M2011,ACCT100009,DST300051,2026-01-12 03:36:00,131652,100144,400000,0,200
T1003,M2012,ACCT100009,DST300079,2026-01-12 05:31:00,105727,100266,400000,0,200
T1003,M2012,ACCT100009,DST300080,2026-01-12 07:15:00,118841,101218,400000,51,200
T1003,M2015,ACCT100009,DST300103,2026-01-12 09:12:00,122719,102150,10000,0,200
T1003,M2007,ACCT100009,DST300005,2026-01-12 11:11:00,142940,102815,400000,0,200
T1003,M2010,ACCT100009,DST300090,2026-01-12 13:47:00,197367,103581,10000,0,200
T1003,M2009,ACCT100009,DST300082,2026-01-12 14:05:00,186966,103625,10000,0,200
T1003,M2015,ACCT100009,DST300105,2026-01-12 15:37:00,160194,103657,10000,0,200
T1003,M2000,ACCT100009,DST999999,2026-01-12 15:39:00,130860,103883,400000,0,200
T1003,M2008,ACCT100009,DST999999,2026-01-12 15:41:00,125112,103884,400000,0,200
T1003,M2018,ACCT100009,DST999999,2026-01-12 15:43:00,141332,103885,400000,0,200
T1003,M2005,ACCT100009,DST300113,2026-01-12 18:49:00,132477,104300,400000,0,200
T1003,M2019,ACCT100009,DST300014,2026-01-12 22:18:00,135152,104645,400000,0,200
T1005,M2003,ACCT100010,DST300198,2026-01-09 02:53:00,140044,102441,10000,68,200
T1005,M2005,ACCT100010,DST300197,2026-01-09 06:40:00,130962,102757,10000,0,200
T1005,M2009,ACCT100010,DST300198,2026-01-09 10:37:00,109355,103465,10000,0,200
T1005,M2009,ACCT100010,DST300197,2026-01-09 11:24:00,112821,103791,400000,0,200
T1005,M2010,ACCT100010,DST300165,2026-01-09 13:21:00,150919,100350,10000,0,200
T1005,M2006,ACCT100010,DST300012,2026-01-09 13:24:00,133153,103982,400000,0,200
T1005,M2008,ACCT100010,DST300078,2026-01-09 14:15:00,165872,104048,400000,0,200
T1005,M2011,ACCT100010,DST300045,2026-01-09 14:47:00,121538,101125,400000,0,200
T1005,M2006,ACCT100010,DST300014,2026-01-09 14:50:00,77179,101915,400000,0,200
T1005,M2015,ACCT100010,DST300066,2026-01-09 16:20:00,119818,102192,400000,0,200
T1005,M2009,ACCT100010,DST300149,2026-01-09 16:39:00,124425,104111,10000,0,200
T1005,M2014,ACCT100010,DST300110,2026-01-09 16:42:00,137144,104170,10000,51,200
T1005,M2012,ACCT100010,DST300139,2026-01-09 18:29:00,127340,102228,400000,0,200
T1005,M2013,ACCT100010,DST300198,2026-01-09 19:39:00,127940,104541,400000,0,200
T1008,M2017,ACCT100011,DST300003,2026-01-03 02:38:00,252616,102028,400000,0,200
T1008,M2014,ACCT100011,DST300173,2026-01-03 06:24:00,257663,102166,10000,0,200
T1008,M2007,ACCT100011,DST300104,2026-01-03 09:21:00,241116,103023,400000,0,200
T1008,M2015,ACCT100011,DST300049,2026-01-03 11:11:00,265600,100204,10000,0,200
T1008,M2017,ACCT100011,DST300132,2026-01-03 11:29:00,253948,103199,400000,0,200
T1008,M2005,ACCT100011,DST300054,2026-01-03 12:50:00,274391,103279,10000,0,200
T1008,M2018,ACCT100011,DST300029,2026-01-03 14:17:00,277477,100857,400000,0,200
T1008,M2018,ACCT100011,DST300197,2026-01-03 15:35:00,249605,101340,400000,0,200
T1008,M2010,ACCT100011,DST300089,2026-01-03 16:13:00,254774,101751,10000,0,200
T1008,M2000,ACCT100011,DST300063,2026-01-03 16:26:00,237006,103514,10000,0,200
T1008,M2019,ACCT100011,DST300034,2026-01-03 18:36:00,255488,103673,10000,68,200
T1008,M2014,ACCT100011,DST300121,2026-01-03 20:54:00,252077,104390,10000,0,200
T1008,M2018,ACCT100011,DST300125,2026-01-03 21:37:00,246258,104566,10000,0,200
T1021,M2016,ACCT100012,DST300121,2026-01-05 03:04:00,214624,102898,10000,0,200
T1021,M2017,ACCT100012,DST300037,2026-01-05 03:07:00,321779,100739,10000,0,200
T1021,M2014,ACCT100012,DST300064,2026-01-05 04:53:00,175672,101045,10000,0,200
T1021,M2007,ACCT100012,DST300176,2026-01-05 04:55:00,205202,101938,10000,51,200
T1021,M2011,ACCT100012,DST300107,2026-01-05 06:27:00,223631,102413,10000,0,200
T1021,M2017,ACCT100012,DST300006,2026-01-05 06:50:00,154787,103044,400000,0,200
T1021,M2018,ACCT100012,DST300154,2026-01-05 07:11:00,215212,101332,10000,0,200
T1021,M2012,ACCT100012,DST300038,2026-01-05 08:31:00,214919,103067,10000,0,200
T1021,M2002,ACCT100012,DST300155,2026-01-05 08:34:00,213192,102762,400000,0,200
T1021,M2003,ACCT100012,DST300059,2026-01-05 09:44:00,232288,101446,10000,0,200
T1021,M2011,ACCT100012,DST300141,2026-01-05 10:06:00,188713,103781,400000,0,200
T1021,M2018,ACCT100012,DST300176,2026-01-05 11:13:00,201537,104167,10000,0,200
T1021,M2004,ACCT100012,DST300005,2026-01-05 11:52:00,226445,104634,10000,0,200
T1021,M2012,ACCT100012,DST300106,2026-01-05 15:22:00,232852,104782,10000,0,200
T1021,M2003,ACCT100012,DST300137,2026-01-05 19:40:00,188633,100389,400000,51,200
T1021,M2016,ACCT100012,DST300174,2026-01-05 21:11:00,197940,100567,10000,0,200
T1020,M2010,ACCT100013,DST300153,2026-01-09 01:09:00,201976,100454,10000,0,200
T1020,M2005,ACCT100013,DST300168,2026-01-09 01:31:00,224510,101036,10000,0,200
T1020,M2015,ACCT100013,DST300192,2026-01-09 01:36:00,223874,100862,400000,0,200
T1020,M2008,ACCT100013,DST300161,2026-01-09 02:53:00,217376,103968,400000,0,200
T1020,M2015,ACCT100013,DST300071,2026-01-09 03:14:00,815546,104119,10000,0,200
T1020,M2003,ACCT100013,DST300018,2026-01-09 04:37:00,239159,104477,10000,0,200
T1020,M2001,ACCT100013,DST300114,2026-01-09 04:42:00,235149,104647,400000,0,200
T1020,M2010,ACCT100013,DST300035,2026-01-09 05:06:00,231834,101619,10000,0,200
T1020,M2015,ACCT100013,DST300007,2026-01-09 05:07:00,210587,101826,10000,0,200
T1020,M2007,ACCT100013,DST300055,2026-01-09 08:09:00,219407,102275,400000,0,200
T1020,M2008,ACCT100013,DST300032,2026-01-09 08:14:00,263465,104702,400000,0,200
T1020,M2000,ACCT100013,DST300116,2026-01-09 08:29:00,201608,102627,400000,0,200
T1020,M2010,ACCT100013,DST300199,2026-01-09 08:30:00,243887,103743,300000,55,200
T1020,M2014,ACCT100013,DST300191,2026-01-09 08:31:00,225188,103744,300000,55,200
T1020,M2011,ACCT100013,DST300155,2026-01-09 08:32:00,234814,103745,300000,55,200
T1020,M2005,ACCT100013,DST300061,2026-01-09 08:33:00,219252,103746,300000,55,200
T1020,M2000,ACCT100013,DST300156,2026-01-09 09:27:00,229257,104810,400000,0,200
T1020,M2009,ACCT100013,DST300053,2026-01-09 20:19:00,231224,100052,10000,0,200
T1020,M2013,ACCT100013,DST300119,2026-01-09 21:32:00,183826,100277,400000,0,200
T1022,M2004,ACCT100014,DST300129,2026-01-10 06:44:00,62356,100168,400000,0,200
T1022,M2000,ACCT100014,DST300042,2026-01-10 10:14:00,70289,100895,400000,0,200
T1022,M2019,ACCT100014,DST300025,2026-01-10 10:28:00,49390,100987,400000,0,200
T1022,M2003,ACCT100014,DST300139,2026-01-10 11:46:00,31237,101361,400000,0,200
T1022,M2009,ACCT100014,DST300106,2026-01-10 14:14:00,36824,101363,400000,0,200
T1022,M2011,ACCT100014,DST300090,2026-01-10 15:05:00,68186,101675,10000,0,200
T1022,M2016,ACCT100014,DST300109,2026-01-10 16:45:00,46635,101789,400000,0,200
T1022,M2010,ACCT100014,DST300170,2026-01-10 16:52:00,68115,102063,400000,0,200
T1022,M2005,ACCT100014,DST300092,2026-01-10 16:53:00,36412,102146,300000,55,200
T1022,M2019,ACCT100014,DST300111,2026-01-10 16:54:00,79294,102147,300000,55,200
T1022,M2016,ACCT100014,DST300056,2026-01-10 16:55:00,71512,102148,300000,55,200
T1022,M2008,ACCT100014,DST300058,2026-01-10 17:40:00,43807,102826,400000,68,200
T1022,M2007,ACCT100014,DST300148,2026-01-10 20:31:00,38618,103354,400000,0,200
T1022,M2012,ACCT100014,DST300194,2026-01-10 23:21:00,83365,103886,10000,0,200
T1022,M2015,ACCT100014,DST300165,2026-01-11 02:40:00,38753,104266,10000,0,200
T1022,M2015,ACCT100014,DST300015,2026-01-11 05:10:00,62490,104272,400000,0,200
T1022,M2009,ACCT100014,DST300162,2026-01-11 07:46:00,61777,104583,400000,0,200
T1028,M2014,ACCT100015,DST300042,2026-01-02 02:57:00,289080,104746,10000,0,200
T1028,M2019,ACCT100015,DST300096,2026-01-02 04:10:00,182967,102893,10000,0,200
T1028,M2012,ACCT100015,DST300175,2026-01-02 05:04:00,222341,103168,10000,0,200
T1028,M2017,ACCT100015,DST300107,2026-01-02 05:50:00,217940,100945,400000,0,200
T1028,M2009,ACCT100015,DST300115,2026-01-02 06:09:00,211714,103308,10000,0,200
T1028,M2002,ACCT100015,DST300148,2026-01-02 06:24:00,833126,101189,10000,0,200
T1028,M2008,ACCT100015,DST300054,2026-01-02 07:21:00,228588,101215,400000,0,200
T1028,M2012,ACCT100015,DST300060,2026-01-02 07:26:00,209737,103622,10000,0,200
T1028,M2018,ACCT100015,DST300152,2026-01-02 08:34:00,219864,101239,10000,0,200
T1028,M2011,ACCT100015,DST300089,2026-01-02 09:27:00,167770,101601,400000,0,200
T1028,M2017,ACCT100015,DST300001,2026-01-02 11:18:00,230470,103786,400000,0,200
T1028,M2001,ACCT100015,DST300089,2026-01-02 11:52:00,171283,102221,10000,68,200
T1028,M2014,ACCT100015,DST300107,2026-01-02 14:52:00,189013,103889,10000,0,200
T1028,M2000,ACCT100015,DST300091,2026-01-02 15:10:00,236756,104376,400000,0,200
T1002,M2011,ACCT100016,DST300013,2026-01-14 01:28:00,319214,101800,10000,0,200
T1002,M2012,ACCT100016,DST300036,2026-01-14 01:56:00,304432,101891,10000,0,200
T1002,M2014,ACCT100016,DST300154,2026-01-14 02:53:00,297958,102287,400000,0,200
T1002,M2008,ACCT100016,DST300096,2026-01-14 03:08:00,318046,102460,400000,0,200
T1002,M2010,ACCT100016,DST300098,2026-01-14 03:15:00,328309,101091,400000,0,200
T1002,M2003,ACCT100016,DST300192,2026-01-14 03:19:00,382326,103604,400000,0,200
T1002,M2007,ACCT100016,DST300111,2026-01-14 03:46:00,290356,101474,400000,0,200
T1002,M2012,ACCT100016,DST300017,2026-01-14 05:55:00,337053,103807,400000,0,200
T1002,M2000,ACCT100016,DST300085,2026-01-14 07:02:00,317111,104139,10000,0,200
T1002,M2014,ACCT100016,DST300089,2026-01-14 07:04:00,335662,104394,10000,0,200
T1002,M2011,ACCT100016,DST300052,2026-01-14 09:55:00,316485,100049,400000,0,200
T1002,M2005,ACCT100016,DST300187,2026-01-14 10:16:00,301198,100691,10000,68,200
T1002,M2002,ACCT100016,DST300161,2026-01-14 10:54:00,349959,101024,10000,0,200
T1001,M2017,ACCT100017,DST300178,2026-01-17 08:26:00,296925,100953,400000,0,200
T1001,M2009,ACCT100017,DST300069,2026-01-17 11:49:00,308011,101178,400000,68,200
T1001,M2006,ACCT100017,DST300098,2026-01-17 11:51:00,281586,102004,400000,0,200
T1001,M2015,ACCT100017,DST300172,2026-01-17 12:07:00,301480,102089,400000,0,200
T1001,M2000,ACCT100017,DST300002,2026-01-17 13:29:00,334671,102090,400000,0,200
T1001,M2012,ACCT100017,DST300193,2026-01-17 14:04:00,305114,102722,400000,0,200
T1001,M2014,ACCT100017,DST300034,2026-01-17 14:19:00,300250,102993,10000,0,200
T1001,M2005,ACCT100017,DST300046,2026-01-17 15:44:00,321875,103207,10000,0,200
T1001,M2013,ACCT100017,DST300041,2026-01-17 18:57:00,303523,103230,10000,0,200
T1001,M2010,ACCT100017,DST300072,2026-01-17 21:32:00,272972,103957,400000,0,200
T1001,M2003,ACCT100017,DST300183,2026-01-17 22:14:00,329141,104323,400000,0,200
T1001,M2011,ACCT100017,DST300191,2026-01-17 23:43:00,291267,104596,10000,0,200
T1001,M2005,ACCT100017,DST300052,2026-01-18 02:24:00,264561,104682,10000,0,200
T1001,M2001,ACCT100017,DST300091,2026-01-18 03:43:00,279258,104683,400000,0,200
T1001,M2000,ACCT100017,DST300181,2026-01-18 04:22:00,284752,104928,400000,0,200
T1021,M2012,ACCT100018,DST300136,2026-01-11 14:33:00,328231,100068,10000,0,200
T1021,M2003,ACCT100018,DST300040,2026-01-11 17:32:00,290959,100225,10000,0,200
T1021,M2001,ACCT100018,DST300157,2026-01-11 19:14:00,339161,100489,400000,0,200
T1021,M2003,ACCT100018,DST300037,2026-01-11 22:15:00,320724,100684,10000,0,200
T1021,M2007,ACCT100018,DST999999,2026-01-11 22:17:00,327004,100725,400000,0,200
T1021,M2000,ACCT100018,DST999999,2026-01-11 22:19:00,309099,100726,400000,0,200
T1021,M2000,ACCT100018,DST300100,2026-01-12 04:41:00,301730,100769,400000,0,200
T1021,M2008,ACCT100018,DST300066,2026-01-12 06:02:00,327481,100927,10000,0,200
T1021,M2019,ACCT100018,DST300118,2026-01-12 07:17:00,339150,101428,400000,0,200
T1021,M2019,ACCT100018,DST300156,2026-01-12 10:02:00,318570,101558,10000,0,200
T1021,M2006,ACCT100018,DST300184,2026-01-12 12:21:00,340274,102003,400000,0,200
T1021,M2010,ACCT100018,DST300016,2026-01-12 13:54:00,302500,102066,400000,0,200
T1021,M2019,ACCT100018,DST300084,2026-01-12 15:06:00,365460,102203,10000,0,200
T1021,M2008,ACCT100018,DST300111,2026-01-12 18:56:00,298499,102381,400000,0,200
T1021,M2010,ACCT100018,DST300118,2026-01-12 19:05:00,329262,102956,10000,0,200
T1021,M2017,ACCT100018,DST300127,2026-01-12 21:07:00,324577,103196,400000,0,200
T1021,M2002,ACCT100018,DST300084,2026-01-13 01:01:00,336664,103233,400000,0,200
T1021,M2012,ACCT100018,DST300133,2026-01-13 04:31:00,314273,103709,10000,0,200
T1021,M2000,ACCT100018,DST300196,2026-01-13 07:09:00,263123,103849,400000,0,200
T1021,M2002,ACCT100018,DST300039,2026-01-13 07:56:00,308105,104189,10000,0,200
T1013,M2013,ACCT100019,DST300057,2026-01-02 01:39:00,327182,100034,10000,0,200
T1013,M2003,ACCT100019,DST300017,2026-01-02 04:50:00,274423,100127,10000,0,200
T1013,M2016,ACCT100019,DST300132,2026-01-02 04:53:00,310608,100610,10000,0,200
T1013,M2014,ACCT100019,DST300019,2026-01-02 07:28:00,285219,100715,400000,0,200
T1013,M2006,ACCT100019,DST300032,2026-01-02 09:23:00,296605,100865,10000,0,200
T1013,M2005,ACCT100019,DST300194,2026-01-02 11:53:00,308920,101691,400000,0,200
T1013,M2009,ACCT100019,DST300136,2026-01-02 13:29:00,275878,102158,10000,0,200
T1013,M2008,ACCT100019,DST300170,2026-01-02 15:27:00,280455,102507,400000,0,200
T1013,M2012,ACCT100019,DST300192,2026-01-02 15:30:00,318686,102544,10000,51,200
T1013,M2005,ACCT100019,DST300096,2026-01-02 18:29:00,298713,102976,10000,0,200
T1013,M2014,ACCT100019,DST300184,2026-01-02 21:02:00,276476,103605,400000,0,200
T1013,M2006,ACCT100019,DST300002,2026-01-02 21:04:00,276051,103817,400000,0,200
T1013,M2007,ACCT100019,DST300169,2026-01-02 22:11:00,316655,103823,400000,0,200
T1013,M2016,ACCT100019,DST300092,2026-01-02 23:40:00,241757,104194,10000,51,200
T1025,M2017,ACCT100020,DST300096,2026-01-01 01:55:00,329100,100609,10000,0,200
T1025,M2002,ACCT100020,DST300051,2026-01-01 04:10:00,320673,100708,10000,0,200
T1025,M2006,ACCT100020,DST300051,2026-01-01 08:06:00,300561,100773,10000,0,200
T1025,M2012,ACCT100020,DST300188,2026-01-01 10:59:00,313769,100528,400000,0,200
