TERMINAL_ID,MERCHANT_ID,ACCOUNT_NUMBER,DEST_ACCOUNT_NUMBER,TIMESTAMP_DB,AMOUNT,STAN,PROCESSING_CODE,RESPONSE_CODE,MTI,IS_FRAUD
T1006,M2017,ACCT100004,DST300065,2026-01-13 03:05:00,310466,104001,010000,00,0200,0
T1006,M2019,ACCT100004,DST300101,2026-01-13 03:08:00,320479,103443,010000,00,0200,0
T1006,M2010,ACCT100004,DST300021,2026-01-13 03:34:00,281543,104282,400000,00,0200,0
T1006,M2014,ACCT100004,DST300191,2026-01-13 03:51:00,341013,103482,010000,00,0200,0
T1006,M2007,ACCT100004,DST300132,2026-01-13 04:42:00,289625,103525,010000,00,0200,0
T1013,M2002,ACCT100005,DST300162,2026-01-06 23:09:00,240049,100676,400000,00,0200,0
T1013,M2012,ACCT100005,DST300179,2026-01-07 01:09:00,273729,104250,400000,00,0200,0
T1013,M2002,ACCT100005,DST300037,2026-01-07 02:10:00,255140,104340,400000,00,0200,0
T1013,M2011,ACCT100005,DST300043,2026-01-07 02:49:00,247038,100716,400000,00,0200,0
T1013,M2010,ACCT100005,DST300122,2026-01-07 03:06:00,277487,100763,400000,00,0200,0
T1013,M2002,ACCT100005,DST300032,2026-01-07 04:21:00,284562,101007,400000,00,0200,0
T1013,M2015,ACCT100005,DST300043,2026-01-07 04:23:00,279455,101183,010000,00,0200,0
T1013,M2010,ACCT100005,DST300175,2026-01-07 04:45:00,257435,101682,400000,00,0200,0
T1013,M2006,ACCT100005,DST300192,2026-01-07 07:09:00,273676,102564,010000,00,0200,0
T1013,M2013,ACCT100005,DST300109,2026-01-07 08:05:00,262782,102950,400000,00,0200,0
T1013,M2003,ACCT100005,DST300136,2026-01-07 10:49:00,295142,104049,400000,00,0200,0
T1013,M2005,ACCT100005,DST300139,2026-01-07 12:18:00,268873,104222,010000,00,0200,0
T1009,M2009,ACCT100006,DST300132,2026-01-11 03:53:00,83102,100326,010000,00,0200,0
T1009,M2017,ACCT100006,DST300036,2026-01-11 07:37:00,98265,100512,010000,00,0200,0
T1009,M2006,ACCT100006,DST300193,2026-01-11 10:27:00,102058,101746,010000,68,0200,0
T1009,M2001,ACCT100006,DST300078,2026-01-11 11:16:00,44688,101856,010000,00,0200,0
T1009,M2009,ACCT100006,DST300083,2026-01-11 11:34:00,510662,101871,010000,00,0200,1
T1009,M2011,ACCT100006,DST300136,2026-01-11 14:26:00,112838,100084,400000,00,0200,0
T1009,M2003,ACCT100006,DST300169,2026-01-11 14:46:00,93657,102170,010000,68,0200,0
T1009,M2018,ACCT100006,DST300109,2026-01-11 16:19:00,69556,100117,400000,00,0200,0
T1009,M2006,ACCT100006,DST300011,2026-01-11 18:13:00,95259,102518,010000,00,0200,0
T1009,M2018,ACCT100006,DST300137,2026-01-11 19:10:00,73688,100157,010000,00,0200,0
T1009,M2010,ACCT100006,DST300088,2026-01-11 19:23:00,53178,102771,010000,00,0200,0
T1009,M2005,ACCT100006,DST300191,2026-01-11 20:40:00,56049,103052,010000,00,0200,0
T1009,M2002,ACCT100006,DST300163,2026-01-11 20:54:00,452568,103249,010000,00,0200,1
T1009,M2017,ACCT100006,DST300174,2026-01-11 22:04:00,52163,103444,400000,00,0200,0
T1009,M2001,ACCT100006,DST300141,2026-01-11 22:48:00,90514,104021,010000,51,0200,0
T1027,M2019,ACCT100007,DST300086,2026-01-08 23:10:00,79261,100262,400000,00,0200,0
T1027,M2015,ACCT100007,DST300174,2026-01-09 00:38:00,119206,100645,010000,00,0200,0
T1027,M2004,ACCT100007,DST300044,2026-01-09 01:04:00,123479,100713,010000,00,0200,0
T1027,M2004,ACCT100007,DST300142,2026-01-09 01:55:00,104710,100726,400000,00,0200,0
T1027,M2008,ACCT100007,DST300141,2026-01-09 03:19:00,116103,100741,010000,00,0200,0
T1027,M2006,ACCT100007,DST300047,2026-01-09 03:20:00,127932,100754,010000,00,0200,0
T1027,M2007,ACCT100007,DST300086,2026-01-09 06:58:00,88282,100795,010000,00,0200,0
T1027,M2004,ACCT100007,DST300018,2026-01-09 07:49:00,121256,100812,400000,00,0200,0
T1027,M2012,ACCT100007,DST300165,2026-01-09 09:50:00,108111,101087,400000,00,0200,0
T1027,M2007,ACCT100007,DST300071,2026-01-09 12:42:00,90120,101508,400000,00,0200,0
T1027,M2005,ACCT100007,DST300160,2026-01-09 12:52:00,121219,101532,400000,00,0200,0
T1027,M2003,ACCT100007,DST300076,2026-01-09 16:21:00,137929,102010,400000,00,0200,0
T1027,M2017,ACCT100007,DST300082,2026-01-09 17:54:00,107968,102119,400000,00,0200,0
T1027,M2011,ACCT100007,DST300003,2026-01-09 19:36:00,98644,102417,400000,00,0200,0
T1027,M2013,ACCT100007,DST300131,2026-01-09 20:45:00,84172,102608,010000,00,0200,0
T1027,M2003,ACCT100007,DST300105,2026-01-09 21:10:00,549159,102734,010000,00,0200,1
T1027,M2003,ACCT100007,DST300192,2026-01-09 22:47:00,85008,103698,010000,68,0200,0
T1027,M2018,ACCT100007,DST300132,2026-01-10 01:29:00,135612,103841,010000,00,0200,0
T1027,M2019,ACCT100007,DST300105,2026-01-10 02:39:00,148483,104712,010000,00,0200,0
T1027,M2015,ACCT100007,DST300152,2026-01-10 04:26:00,133317,104717,400000,00,0200,0
T1027,M2018,ACCT100007,DST300094,2026-01-10 04:27:00,94630,104888,010000,00,0200,0
T1027,M2015,ACCT100007,DST300071,2026-01-10 04:59:00,76586,104218,010000,00,0200,0
T1027,M2002,ACCT100007,DST300111,2026-01-10 08:59:00,103137,104315,010000,00,0200,0
T1005,M2015,ACCT100008,DST300006,2026-01-13 02:34:00,192974,102684,010000,00,0200,0
T1005,M2002,ACCT100008,DST300100,2026-01-13 03:03:00,235728,102540,010000,00,0200,1
T1005,M2004,ACCT100008,DST300186,2026-01-13 03:29:00,189218,100498,010000,00,0200,0
T1005,M2005,ACCT100008,DST999999,2026-01-13 04:35:00,196620,100496,400000,00,0200,1
T1005,M2014,ACCT100008,DST999999,2026-01-13 04:37:00,176576,100497,400000,00,0200,1
T1005,M2000,ACCT100008,DST300125,2026-01-13 04:44:00,215895,101567,010000,51,0200,0
T1005,M2010,ACCT100008,DST300118,2026-01-13 06:04:00,193422,100614,010000,00,0200,0
T1005,M2014,ACCT100008,DST300138,2026-01-13 06:25:00,193310,102745,010000,00,0200,0
T1005,M2010,ACCT100008,DST300156,2026-01-13 08:56:00,165136,100632,400000,00,0200,0
T1005,M2011,ACCT100008,DST300182,2026-01-13 09:09:00,208841,101170,010000,00,0200,0
T1005,M2005,ACCT100008,DST300197,2026-01-13 09:52:00,217683,102834,400000,00,0200,0
T1005,M2004,ACCT100008,DST300143,2026-01-13 11:06:00,204030,103155,400000,00,0200,0
T1005,M2003,ACCT100008,DST300154,2026-01-13 14:32:00,171452,103410,010000,00,0200,0
T1005,M2003,ACCT100008,DST300004,2026-01-13 15:44:00,203941,103421,400000,00,0200,0
T1005,M2016,ACCT100008,DST300164,2026-01-13 17:45:00,225727,103558,400000,00,0200,0
T1005,M2008,ACCT100008,DST300035,2026-01-13 18:29:00,222092,103786,400000,00,0200,0
T1027,M2014,ACCT100009,DST300083,2026-01-13 01:16:00,277955,101999,010000,00,0200,0
T1027,M2018,ACCT100009,DST300047,2026-01-13 02:10:00,283005,100267,400000,00,0200,0
T1027,M2010,ACCT100009,DST300050,2026-01-13 02:13:00,262851,103370,400000,00,0200,0
T1027,M2014,ACCT100009,DST300096,2026-01-13 03:20:00,246533,103491,400000,00,0200,0
T1027,M2016,ACCT100009,DST300192,2026-01-13 03:54:00,232655,100985,400000,00,0200,0
T1027,M2001,ACCT100009,DST300064,2026-01-13 04:08:00,222706,100281,010000,00,0200,0
T1027,M2018,ACCT100009,DST300080,2026-01-13 04:49:00,281435,101272,400000,00,0200,0
T1027,M2018,ACCT100009,DST300095,2026-01-13 05:10:00,289971,101684,400000,00,0200,0
T1027,M2009,ACCT100009,DST300022,2026-01-13 05:11:00,253781,101953,010000,00,0200,0
T1027,M2013,ACCT100009,DST300109,2026-01-13 05:28:00,266966,101982,010000,00,0200,0
T1027,M2015,ACCT100009,DST300199,2026-01-13 06:59:00,231024,104392,400000,51,0200,0
T1015,M2017,ACCT100009,DST300138,2026-01-13 07:04:00,233898,104685,010000,00,0200,1
T1015,M2012,ACCT100009,DST300073,2026-01-13 07:06:00,297472,104705,010000,00,0200,0
T1028,M2009,ACCT100010,DST300124,2026-01-02 19:34:00,335558,100161,400000,51,0200,0
T1028,M2013,ACCT100010,DST300005,2026-01-02 19:41:00,331616,100369,010000,00,0200,0
T1028,M2002,ACCT100010,DST300147,2026-01-02 20:35:00,316953,100452,400000,00,0200,0
T1028,M2010,ACCT100010,DST300153,2026-01-02 23:43:00,353688,100617,010000,00,0200,0
T1028,M2011,ACCT100010,DST300045,2026-01-03 00:31:00,324691,100979,400000,00,0200,0
T1028,M2014,ACCT100010,DST300195,2026-01-03 02:37:00,363817,100993,010000,00,0200,0
T1028,M2017,ACCT100010,DST300153,2026-01-03 03:39:00,309634,101711,400000,68,0200,0
T1028,M2002,ACCT100010,DST300055,2026-01-03 03:54:00,313172,102919,010000,00,0200,0
T1028,M2010,ACCT100010,DST300161,2026-01-03 05:06:00,328125,102730,010000,51,0200,0
T1028,M2000,ACCT100010,DST300188,2026-01-03 05:08:00,325755,101285,400000,00,0200,0
T1028,M2005,ACCT100010,DST300048,2026-01-03 05:16:00,382018,102947,400000,00,0200,0
T1028,M2014,ACCT100010,DST300123,2026-01-03 07:15:00,328535,103374,010000,00,0200,0
T1028,M2018,ACCT100010,DST300010,2026-01-03 08:06:00,316524,103820,010000,00,0200,0
T1028,M2003,ACCT100010,DST300097,2026-01-03 09:29:00,322790,103901,010000,00,0200,0
T1028,M2017,ACCT100010,DST300105,2026-01-03 13:28:00,327364,104011,400000,00,0200,0
T1028,M2013,ACCT100010,DST300058,2026-01-03 13:34:00,348455,104025,010000,00,0200,0
T1028,M2012,ACCT100010,DST300142,2026-01-03 15:39:00,329287,104054,010000,00,0200,0
T1009,M2011,ACCT100011,DST300054,2026-01-07 04:41:00,255197,100109,400000,68,0200,0
T1009,M2004,ACCT100011,DST300130,2026-01-07 05:05:00,258214,100285,400000,00,0200,0
T1009,M2015,ACCT100011,DST300119,2026-01-07 08:12:00,200678,100479,010000,00,0200,0
T1009,M2015,ACCT100011,DST300015,2026-01-07 11:49:00,195781,100658,400000,00,0200,0
T1009,M2009,ACCT100011,DST300073,2026-01-07 12:03:00,933991,100806,010000,00,0200,1
T1009,M2013,ACCT100011,DST300063,2026-01-07 12:36:00,226286,101130,400000,00,0200,0
T1009,M2006,ACCT100011,DST300162,2026-01-07 14:55:00,233207,102523,400000,00,0200,0
T1009,M2010,ACCT100011,DST300173,2026-01-07 16:43:00,218892,103740,400000,00,0200,0
T1009,M2013,ACCT100011,DST300141,2026-01-07 17:20:00,220238,103822,010000,00,0200,0
T1002,M2009,ACCT100012,DST300055,2026-01-09 11:05:00,191845,100457,010000,00,0200,0
T1002,M2009,ACCT100012,DST300023,2026-01-09 13:56:00,172759,100671,400000,51,0200,0
T1014,M2006,ACCT100012,DST300175,2026-01-09 13:58:00,125604,100742,010000,00,0200,1
T1014,M2011,ACCT100012,DST300171,2026-01-09 14:46:00,140697,101428,010000,00,0200,0
T1014,M2011,ACCT100012,DST300029,2026-01-09 16:32:00,188860,101579,010000,68,0200,0
T1014,M2002,ACCT100012,DST300165,2026-01-09 20:17:00,142903,102270,010000,00,0200,0
T1014,M2015,ACCT100012,DST300155,2026-01-10 00:10:00,149922,102498,400000,00,0200,0
T1014,M2010,ACCT100012,DST999999,2026-01-10 00:12:00,141443,102572,400000,00,0200,1
T1014,M2004,ACCT100012,DST999999,2026-01-10 00:14:00,152961,102573,400000,00,0200,1
T1014,M2001,ACCT100012,DST300141,2026-01-10 02:10:00,174021,104606,400000,00,0200,0
T1014,M2001,ACCT100012,DST300047,2026-01-10 02:50:00,233922,104017,010000,00,0200,1
T1014,M2003,ACCT100012,DST300047,2026-01-10 02:53:00,159985,104353,400000,00,0200,0
T1014,M2019,ACCT100012,DST300015,2026-01-10 03:01:00,198668,104457,400000,00,0200,0
T1014,M2019,ACCT100012,DST300071,2026-01-10 03:17:00,177358,102757,400000,00,0200,0
T1014,M2013,ACCT100012,DST300185,2026-01-10 06:38:00,167331,104552,010000,00,0200,0
T1014,M2004,ACCT100012,DST300165,2026-01-10 06:46:00,195354,104590,400000,00,0200,0
T1014,M2018,ACCT100012,DST300083,2026-01-10 07:05:00,129690,103299,400000,00,0200,0
T1014,M2009,ACCT100012,DST300114,2026-01-10 10:31:00,150202,103378,400000,00,0200,0
T1010,M2003,ACCT100013,DST300067,2026-01-11 05:55:00,338657,100011,010000,00,0200,0
T1010,M2005,ACCT100013,DST300025,2026-01-11 06:35:00,317231,100380,010000,00,0200,0
T1010,M2000,ACCT100013,DST300120,2026-01-11 08:36:00,297807,100431,400000,00,0200,0
T1010,M2015,ACCT100013,DST300124,2026-01-11 12:17:00,316676,100579,400000,00,0200,0
T1010,M2019,ACCT100013,DST300096,2026-01-11 14:08:00,279471,100679,010000,00,0200,0
T1010,M2008,ACCT100013,DST300162,2026-01-11 14:39:00,305456,100690,010000,00,0200,0
T1010,M2016,ACCT100013,DST300098,2026-01-11 14:40:00,314691,101199,010000,51,0200,0
T1010,M2013,ACCT100013,DST300024,2026-01-11 18:28:00,351609,102504,010000,00,0200,0
T1010,M2008,ACCT100013,DST300184,2026-01-11 21:32:00,321366,102725,010000,00,0200,0
T1010,M2006,ACCT100013,DST300173,2026-01-11 22:03:00,330913,103074,400000,00,0200,0
T1010,M2003,ACCT100013,DST300126,2026-01-12 00:39:00,296198,103340,400000,00,0200,0
T1010,M2002,ACCT100013,DST300043,2026-01-12 02:51:00,328920,104004,400000,00,0200,0
T1010,M2016,ACCT100013,DST300007,2026-01-12 03:22:00,280180,104657,400000,00,0200,0
T1010,M2016,ACCT100013,DST300150,2026-01-12 06:20:00,303649,104549,010000,00,0200,0
T1010,M2011,ACCT100013,DST300148,2026-01-12 09:45:00,309248,104582,400000,00,0200,0
T1002,M2005,ACCT100014,DST300136,2026-01-17 01:55:00,299641,104604,400000,00,0200,0
T1002,M2015,ACCT100014,DST300143,2026-01-17 01:59:00,271633,101770,400000,00,0200,0
T1020,M2012,ACCT100014,DST300116,2026-01-17 02:37:00,300605,100356,010000,00,0200,0
T1002,M2012,ACCT100014,DST300149,2026-01-17 03:49:00,288236,104792,400000,00,0200,0
T1002,M2014,ACCT100014,DST300189,2026-01-17 04:46:00,264699,104921,010000,00,0200,0
T1002,M2015,ACCT100014,DST300070,2026-01-17 04:59:00,267588,101821,400000,00,0200,0
T1020,M2010,ACCT100014,DST300184,2026-01-17 05:03:00,266847,100470,400000,00,0200,0
T1002,M2013,ACCT100014,DST300173,2026-01-17 05:13:00,261491,101828,400000,00,0200,0
T1002,M2016,ACCT100014,DST300064,2026-01-17 08:03:00,317021,102358,010000,00,0200,0
T1002,M2018,ACCT100014,DST999999,2026-01-17 08:05:00,268546,102381,400000,00,0200,1
T1002,M2005,ACCT100014,DST999999,2026-01-17 08:07:00,248526,102382,400000,00,0200,1
T1002,M2000,ACCT100014,DST999999,2026-01-17 08:09:00,311004,102383,400000,00,0200,1
T1020,M2004,ACCT100014,DST300054,2026-01-17 08:14:00,281079,100549,400000,00,0200,0
T1002,M2003,ACCT100014,DST300154,2026-01-17 08:14:00,281190,102806,400000,68,0200,0
T1002,M2018,ACCT100014,DST300084,2026-01-17 08:19:00,231450,101557,010000,00,0200,1
T1002,M2017,ACCT100014,DST300003,2026-01-17 11:07:00,289272,102905,010000,00,0200,0
T1002,M2005,ACCT100014,DST300129,2026-01-17 11:54:00,268297,103007,400000,00,0200,0
T1002,M2019,ACCT100014,DST300172,2026-01-17 14:58:00,255182,103204,010000,00,0200,0
T1002,M2000,ACCT100014,DST300177,2026-01-17 15:52:00,295897,103251,400000,00,0200,0
T1002,M2019,ACCT100014,DST300148,2026-01-17 18:39:00,259826,103342,010000,00,0200,0
T1002,M2017,ACCT100014,DST300151,2026-01-17 19:25:00,262365,103754,010000,00,0200,0
T1002,M2000,ACCT100014,DST300080,2026-01-17 20:23:00,274304,104157,400000,68,0200,0
T1003,M2013,ACCT100015,DST300010,2026-01-13 02:07:00,276832,102333,010000,00,0200,0
T1003,M2005,ACCT100015,DST300156,2026-01-13 03:40:00,315252,102810,400000,00,0200,0
T1003,M2013,ACCT100015,DST300097,2026-01-13 04:04:00,321384,101601,010000,00,0200,0
T1003,M2013,ACCT100015,DST300091,2026-01-13 04:07:00,310697,102483,010000,00,0200,0
T1003,M2018,ACCT100015,DST300197,2026-01-13 04:57:00,263952,100216,400000,00,0200,0
T1003,M2009,ACCT100015,DST300028,2026-01-13 05:08:00,341996,103518,400000,00,0200,0
T1003,M2001,ACCT100015,DST300128,2026-01-13 06:37:00,333063,101705,400000,00,0200,0
T1003,M2014,ACCT100015,DST300043,2026-01-13 07:22:00,291781,100271,010000,00,0200,0
T1003,M2017,ACCT100015,DST300077,2026-01-13 08:36:00,281809,103763,400000,00,0200,0
T1003,M2011,ACCT100015,DST300174,2026-01-13 10:26:00,288650,100308,010000,00,0200,0
T1003,M2003,ACCT100015,DST300164,2026-01-13 11:04:00,256953,104529,010000,00,0200,0
T1003,M2006,ACCT100015,DST999999,2026-01-13 11:06:00,278459,104871,400000,00,0200,1
T1003,M2006,ACCT100015,DST999999,2026-01-13 11:08:00,317505,104872,400000,00,0200,1
T1003,M2012,ACCT100015,DST999999,2026-01-13 11:10:00,298411,104873,400000,00,0200,1
T1003,M2008,ACCT100015,DST300174,2026-01-13 13:02:00,286735,100339,400000,00,0200,0
T1003,M2009,ACCT100015,DST999999,2026-01-13 13:04:00,301249,100543,400000,00,0200,1
T1003,M2019,ACCT100015,DST999999,2026-01-13 13:06:00,272269,100544,400000,00,0200,1
T1003,M2014,ACCT100015,DST999999,2026-01-13 13:08:00,297676,100545,400000,00,0200,1
T1003,M2019,ACCT100015,DST300077,2026-01-13 16:37:00,299422,100958,400000,00,0200,0
T1003,M2000,ACCT100015,DST300152,2026-01-13 17:04:00,322195,101208,010000,00,0200,0
T1007,M2006,ACCT100016,DST300161,2026-01-14 22:50:00,154422,100243,010000,51,0200,0
T1007,M2004,ACCT100016,DST300061,2026-01-14 22:51:00,99475,100294,300000,55,0200,1
T1007,M2019,ACCT100016,DST300125,2026-01-14 22:52:00,142199,100295,300000,55,0200,1
T1007,M2003,ACCT100016,DST300051,2026-01-15 01:42:00,152874,103799,400000,00,0200,0
T1007,M2000,ACCT100016,DST300050,2026-01-15 02:16:00,116292,100364,400000,00,0200,0
T1007,M2007,ACCT100016,DST300172,2026-01-15 04:42:00,119580,100637,010000,00,0200,0
T1007,M2005,ACCT100016,DST300013,2026-01-15 04:56:00,168904,104029,400000,00,0200,0
T1007,M2001,ACCT100016,DST300023,2026-01-15 05:44:00,120629,100883,400000,00,0200,0
T1007,M2005,ACCT100016,DST300055,2026-01-15 07:41:00,154358,104069,010000,00,0200,0
T1007,M2016,ACCT100016,DST300052,2026-01-15 08:23:00,133772,101333,010000,00,0200,0
T1007,M2016,ACCT100016,DST300002,2026-01-15 08:39:00,136951,104104,400000,68,0200,0
T1007,M2005,ACCT100016,DST300162,2026-01-15 09:00:00,70710,101361,400000,00,0200,0
T1007,M2006,ACCT100016,DST300073,2026-01-15 09:02:00,88817,102275,400000,00,0200,0
T1007,M2011,ACCT100016,DST300183,2026-01-15 11:37:00,113622,104367,400000,00,0200,0
T1007,M2014,ACCT100016,DST300012,2026-01-15 12:33:00,144041,104444,400000,00,0200,0
T1007,M2003,ACCT100016,DST300039,2026-01-15 12:43:00,124320,102487,010000,00,0200,0
T1007,M2001,ACCT100016,DST300103,2026-01-15 13:31:00,120929,104820,010000,68,0200,0
T1007,M2000,ACCT100016,DST300138,2026-01-15 13:56:00,107956,102948,400000,00,0200,0
T1007,M2007,ACCT100016,DST300194,2026-01-15 13:58:00,92818,103282,400000,00,0200,0
T1007,M2004,ACCT100016,DST300199,2026-01-15 14:09:00,880211,103718,010000,00,0200,1
